monetary_code	rate_as_float	date_as_iso
EUR	57139.4285	2021-11-08T15:39:00+00:00
USD	66126.9355	2021-11-08T15:44:00+00:00
GBP	48791.9578	2021-11-08T15:44:00+00:00
EUR	57127.6548	2021-11-08T15:44:00+00:00
USD	66296.8364	2021-11-08T15:49:00+00:00
GBP	48917.3196	2021-11-08T15:49:00+00:00
EUR	57274.4336	2021-11-08T15:49:00+00:00
USD	66348.2128	2021-11-08T15:54:00+00:00
GBP	48955.2279	2021-11-08T15:54:00+00:00
EUR	57318.8182	2021-11-08T15:54:00+00:00
USD	66442.5805	2021-11-08T15:59:00+00:00
GBP	49024.8574	2021-11-08T15:59:00+00:00
EUR	57400.3433	2021-11-08T15:59:00+00:00
USD	66503.6761	2021-11-08T16:04:00+00:00
GBP	49069.9369	2021-11-08T16:04:00+00:00
EUR	57453.1243	2021-11-08T16:04:00+00:00
USD	66236.3877	2021-11-08T16:09:00+00:00
GBP	48839.3342	2021-11-08T16:09:00+00:00
EUR	57155.0477	2021-11-08T16:09:00+00:00
USD	66227.9618	2021-11-08T16:14:00+00:00
GBP	48833.1214	2021-11-08T16:14:00+00:00
EUR	57147.7771	2021-11-08T16:14:00+00:00
USD	66083.7562	2021-11-08T16:19:00+00:00
GBP	48726.7916	2021-11-08T16:19:00+00:00
EUR	57023.3428	2021-11-08T16:19:00+00:00
USD	66065.1774	2021-11-08T16:24:00+00:00
GBP	48713.0925	2021-11-08T16:24:00+00:00
EUR	57007.3112	2021-11-08T16:24:00+00:00
USD	65989.7452	2021-11-08T16:29:00+00:00
GBP	48657.4726	2021-11-08T16:29:00+00:00
EUR	56942.2212	2021-11-08T16:29:00+00:00
USD	65957.1908	2021-11-08T16:34:00+00:00
GBP	48633.4687	2021-11-08T16:34:00+00:00
EUR	56914.1301	2021-11-08T16:34:00+00:00
USD	66018.0444	2021-11-08T16:39:00+00:00
GBP	48678.339	2021-11-08T16:39:00+00:00
EUR	56966.6404	2021-11-08T16:39:00+00:00
USD	66053.1463	2021-11-08T16:44:00+00:00
GBP	48704.2213	2021-11-08T16:44:00+00:00
EUR	56996.9297	2021-11-08T16:44:00+00:00
USD	66027.5045	2021-11-08T16:49:00+00:00
GBP	48685.3144	2021-11-08T16:49:00+00:00
EUR	56974.8035	2021-11-08T16:49:00+00:00
USD	66042.0869	2021-11-08T16:54:00+00:00
GBP	48696.0667	2021-11-08T16:54:00+00:00
EUR	56987.3866	2021-11-08T16:54:00+00:00
USD	65931.1684	2021-11-08T16:59:00+00:00
GBP	48614.2811	2021-11-08T16:59:00+00:00
EUR	56891.6755	2021-11-08T16:59:00+00:00
USD	65950.5046	2021-11-08T17:04:00+00:00
GBP	48628.5386	2021-11-08T17:04:00+00:00
EUR	56908.3606	2021-11-08T17:04:00+00:00
USD	66075.0106	2021-11-08T17:09:00+00:00
GBP	48712.9426	2021-11-08T17:09:00+00:00
EUR	57004.2331	2021-11-08T17:09:00+00:00
USD	65881.3053	2021-11-08T17:14:00+00:00
GBP	48570.1359	2021-11-08T17:14:00+00:00
EUR	56837.1197	2021-11-08T17:14:00+00:00
USD	65921.7614	2021-11-08T17:19:00+00:00
GBP	48599.9616	2021-11-08T17:19:00+00:00
EUR	56872.022	2021-11-08T17:19:00+00:00
USD	65966.9034	2021-11-08T17:24:00+00:00
GBP	48633.2419	2021-11-08T17:24:00+00:00
EUR	56910.9669	2021-11-08T17:24:00+00:00
USD	66044.1732	2021-11-08T17:29:00+00:00
GBP	48690.2081	2021-11-08T17:29:00+00:00
EUR	56977.6291	2021-11-08T17:29:00+00:00
USD	66075.3826	2021-11-08T17:34:00+00:00
GBP	48713.2169	2021-11-08T17:34:00+00:00
EUR	57004.5541	2021-11-08T17:34:00+00:00
USD	66169.8614	2021-11-08T17:39:00+00:00
GBP	48782.8701	2021-11-08T17:39:00+00:00
EUR	57086.0628	2021-11-08T17:39:00+00:00
USD	66153.146	2021-11-08T17:40:00+00:00
GBP	48770.5469	2021-11-08T17:40:00+00:00
EUR	57071.6422	2021-11-08T17:40:00+00:00
USD	66089.4427	2021-11-08T17:44:00+00:00
GBP	48723.5825	2021-11-08T17:44:00+00:00
EUR	57016.684	2021-11-08T17:44:00+00:00
USD	66175.2342	2021-11-08T17:49:00+00:00
GBP	48786.8312	2021-11-08T17:49:00+00:00
EUR	57090.6981	2021-11-08T17:49:00+00:00
USD	66040.8527	2021-11-08T17:54:00+00:00
GBP	48687.7601	2021-11-08T17:54:00+00:00
EUR	56974.7644	2021-11-08T17:54:00+00:00
USD	65990.4054	2021-11-08T17:59:00+00:00
GBP	48650.5685	2021-11-08T17:59:00+00:00
EUR	56931.2425	2021-11-08T17:59:00+00:00
USD	65987.945	2021-11-08T18:04:00+00:00
GBP	48648.7546	2021-11-08T18:04:00+00:00
EUR	56929.1199	2021-11-08T18:04:00+00:00
USD	65924.1535	2021-11-08T18:09:00+00:00
GBP	48625.7874	2021-11-08T18:09:00+00:00
EUR	56898.6754	2021-11-08T18:09:00+00:00
USD	65953.1184	2021-11-08T18:14:00+00:00
GBP	48647.1521	2021-11-08T18:14:00+00:00
EUR	56923.6748	2021-11-08T18:14:00+00:00
USD	65962.2885	2021-11-08T18:19:00+00:00
GBP	48653.9159	2021-11-08T18:19:00+00:00
EUR	56931.5895	2021-11-08T18:19:00+00:00
USD	65895.2544	2021-11-08T18:24:00+00:00
GBP	48604.4715	2021-11-08T18:24:00+00:00
EUR	56873.7328	2021-11-08T18:24:00+00:00
USD	65816.8556	2021-11-08T18:29:00+00:00
GBP	48546.6443	2021-11-08T18:29:00+00:00
EUR	56806.0674	2021-11-08T18:29:00+00:00
USD	65808.6186	2021-11-08T18:34:00+00:00
GBP	48540.5687	2021-11-08T18:34:00+00:00
EUR	56798.9581	2021-11-08T18:34:00+00:00
USD	65846.0471	2021-11-08T18:39:00+00:00
GBP	48568.176	2021-11-08T18:39:00+00:00
EUR	56831.2623	2021-11-08T18:39:00+00:00
USD	65874.9519	2021-11-08T18:44:00+00:00
GBP	48589.4962	2021-11-08T18:44:00+00:00
EUR	56856.2098	2021-11-08T18:44:00+00:00
USD	65878.3261	2021-11-08T18:49:00+00:00
GBP	48591.9851	2021-11-08T18:49:00+00:00
EUR	56859.1221	2021-11-08T18:49:00+00:00
USD	65924.9817	2021-11-08T18:54:00+00:00
GBP	48626.3983	2021-11-08T18:54:00+00:00
EUR	56899.3902	2021-11-08T18:54:00+00:00
USD	65931.0819	2021-11-08T18:59:00+00:00
GBP	48630.8979	2021-11-08T18:59:00+00:00
EUR	56904.6553	2021-11-08T18:59:00+00:00
USD	65967.5288	2021-11-08T19:04:00+00:00
GBP	48657.7812	2021-11-08T19:04:00+00:00
EUR	56936.1124	2021-11-08T19:04:00+00:00
USD	66059.2139	2021-11-08T19:09:00+00:00
GBP	48734.062	2021-11-08T19:09:00+00:00
EUR	57004.0811	2021-11-08T19:09:00+00:00
USD	66035.1982	2021-11-08T19:14:00+00:00
GBP	48716.3449	2021-11-08T19:14:00+00:00
EUR	56983.3574	2021-11-08T19:14:00+00:00
USD	66061.5135	2021-11-08T19:19:00+00:00
GBP	48735.7585	2021-11-08T19:19:00+00:00
EUR	57006.0655	2021-11-08T19:19:00+00:00
USD	66025.4338	2021-11-08T19:24:00+00:00
GBP	48709.1414	2021-11-08T19:24:00+00:00
EUR	56974.9315	2021-11-08T19:24:00+00:00
USD	66008.7945	2021-11-08T19:29:00+00:00
GBP	48696.866	2021-11-08T19:29:00+00:00
EUR	56960.573	2021-11-08T19:29:00+00:00
USD	65968.4666	2021-11-08T19:34:00+00:00
GBP	48667.1148	2021-11-08T19:34:00+00:00
EUR	56925.7731	2021-11-08T19:34:00+00:00
USD	65908.0152	2021-11-08T19:39:00+00:00
GBP	48622.5178	2021-11-08T19:39:00+00:00
EUR	56873.6081	2021-11-08T19:39:00+00:00
USD	65852.0525	2021-11-08T19:44:00+00:00
GBP	48581.2323	2021-11-08T19:44:00+00:00
EUR	56825.3166	2021-11-08T19:44:00+00:00
USD	65871.4039	2021-11-08T19:49:00+00:00
GBP	48595.5084	2021-11-08T19:49:00+00:00
EUR	56842.0154	2021-11-08T19:49:00+00:00
USD	65870.9526	2021-11-08T19:54:00+00:00
GBP	48595.1755	2021-11-08T19:54:00+00:00
EUR	56841.6259	2021-11-08T19:54:00+00:00
USD	65849.5455	2021-11-08T19:59:00+00:00
GBP	48579.3827	2021-11-08T19:59:00+00:00
EUR	56823.1532	2021-11-08T19:59:00+00:00
USD	65623.2619	2021-11-08T20:04:00+00:00
GBP	48412.4458	2021-11-08T20:04:00+00:00
EUR	56627.8876	2021-11-08T20:04:00+00:00
USD	65708.7913	2021-11-08T20:09:00+00:00
GBP	48474.4267	2021-11-08T20:09:00+00:00
EUR	56698.079	2021-11-08T20:09:00+00:00
USD	65868.5471	2021-11-08T20:14:00+00:00
GBP	48592.2811	2021-11-08T20:14:00+00:00
EUR	56835.9274	2021-11-08T20:14:00+00:00
USD	65918.4831	2021-11-08T20:19:00+00:00
GBP	48629.1197	2021-11-08T20:19:00+00:00
EUR	56879.0156	2021-11-08T20:19:00+00:00
USD	65980.6711	2021-11-08T20:24:00+00:00
GBP	48674.9968	2021-11-08T20:24:00+00:00
EUR	56932.6757	2021-11-08T20:24:00+00:00
USD	65987.9786	2021-11-08T20:29:00+00:00
GBP	48680.3877	2021-11-08T20:29:00+00:00
EUR	56938.9811	2021-11-08T20:29:00+00:00
USD	65918.0649	2021-11-08T20:34:00+00:00
GBP	48628.8112	2021-11-08T20:34:00+00:00
EUR	56878.6548	2021-11-08T20:34:00+00:00
USD	65875.6082	2021-11-08T20:39:00+00:00
GBP	48597.4902	2021-11-08T20:39:00+00:00
EUR	56842.0202	2021-11-08T20:39:00+00:00
USD	65871.3003	2021-11-08T20:44:00+00:00
GBP	48594.3121	2021-11-08T20:44:00+00:00
EUR	56838.303	2021-11-08T20:44:00+00:00
USD	65941.6029	2021-11-08T20:49:00+00:00
GBP	48646.1755	2021-11-08T20:49:00+00:00
EUR	56898.9649	2021-11-08T20:49:00+00:00
USD	66025.7708	2021-11-08T20:54:00+00:00
GBP	48708.2675	2021-11-08T20:54:00+00:00
EUR	56971.5908	2021-11-08T20:54:00+00:00
USD	66099.7025	2021-11-08T20:59:00+00:00
GBP	48762.8081	2021-11-08T20:59:00+00:00
EUR	57035.3842	2021-11-08T20:59:00+00:00
USD	66095.1724	2021-11-08T21:04:00+00:00
GBP	48759.4662	2021-11-08T21:04:00+00:00
EUR	57031.4753	2021-11-08T21:04:00+00:00
USD	66134.619	2021-11-08T21:09:00+00:00
GBP	48753.8459	2021-11-08T21:09:00+00:00
EUR	57066.3062	2021-11-08T21:09:00+00:00
USD	66253.8945	2021-11-08T21:14:00+00:00
GBP	48841.7748	2021-11-08T21:14:00+00:00
EUR	57169.2268	2021-11-08T21:14:00+00:00
USD	66382.2186	2021-11-08T21:19:00+00:00
GBP	48936.3741	2021-11-08T21:19:00+00:00
EUR	57279.9552	2021-11-08T21:19:00+00:00
USD	66403.9503	2021-11-08T21:24:00+00:00
GBP	48952.3945	2021-11-08T21:24:00+00:00
EUR	57298.7071	2021-11-08T21:24:00+00:00
USD	66301.4402	2021-11-08T21:29:00+00:00
GBP	48876.825	2021-11-08T21:29:00+00:00
EUR	57210.253	2021-11-08T21:29:00+00:00
USD	66214.1724	2021-11-08T21:34:00+00:00
GBP	48812.4919	2021-11-08T21:34:00+00:00
EUR	57134.9513	2021-11-08T21:34:00+00:00
USD	66207.6278	2021-11-08T21:39:00+00:00
GBP	48807.6673	2021-11-08T21:39:00+00:00
EUR	57129.3041	2021-11-08T21:39:00+00:00
USD	66313.3183	2021-11-08T21:44:00+00:00
GBP	48885.5814	2021-11-08T21:44:00+00:00
EUR	57220.5024	2021-11-08T21:44:00+00:00
USD	66282.4476	2021-11-08T21:49:00+00:00
GBP	48862.8238	2021-11-08T21:49:00+00:00
EUR	57193.8646	2021-11-08T21:49:00+00:00
USD	66269.45	2021-11-08T21:54:00+00:00
GBP	48853.2421	2021-11-08T21:54:00+00:00
EUR	57182.6493	2021-11-08T21:54:00+00:00
USD	66174.6361	2021-11-08T21:59:00+00:00
GBP	48783.3462	2021-11-08T21:59:00+00:00
EUR	57100.8362	2021-11-08T21:59:00+00:00
USD	66178.9159	2021-11-08T22:04:00+00:00
GBP	48786.5012	2021-11-08T22:04:00+00:00
EUR	57104.5292	2021-11-08T22:04:00+00:00
USD	66189.9531	2021-11-08T22:09:00+00:00
GBP	48793.0491	2021-11-08T22:09:00+00:00
EUR	57122.3928	2021-11-08T22:09:00+00:00
USD	66241.8979	2021-11-08T22:14:00+00:00
GBP	48831.3411	2021-11-08T22:14:00+00:00
EUR	57167.2216	2021-11-08T22:14:00+00:00
USD	66227.2519	2021-11-08T22:19:00+00:00
GBP	48820.5446	2021-11-08T22:19:00+00:00
EUR	57154.5819	2021-11-08T22:19:00+00:00
USD	66129.9195	2021-11-08T22:24:00+00:00
GBP	48748.7944	2021-11-08T22:24:00+00:00
EUR	57070.5834	2021-11-08T22:24:00+00:00
USD	66179.1102	2021-11-08T22:29:00+00:00
GBP	48785.0561	2021-11-08T22:29:00+00:00
EUR	57113.0353	2021-11-08T22:29:00+00:00
USD	66209.5906	2021-11-08T22:34:00+00:00
GBP	48807.5253	2021-11-08T22:34:00+00:00
EUR	57139.3402	2021-11-08T22:34:00+00:00
USD	66297.0292	2021-11-08T22:39:00+00:00
GBP	48871.9821	2021-11-08T22:39:00+00:00
EUR	57214.8003	2021-11-08T22:39:00+00:00
USD	66378.3854	2021-11-08T22:44:00+00:00
GBP	48931.9552	2021-11-08T22:44:00+00:00
EUR	57285.0112	2021-11-08T22:44:00+00:00
USD	66459.5041	2021-11-08T22:49:00+00:00
GBP	48991.7533	2021-11-08T22:49:00+00:00
EUR	57355.0173	2021-11-08T22:49:00+00:00
USD	66537.645	2021-11-08T22:54:00+00:00
GBP	49049.3561	2021-11-08T22:54:00+00:00
EUR	57422.4534	2021-11-08T22:54:00+00:00
USD	66540.3431	2021-11-08T22:59:00+00:00
GBP	49051.3451	2021-11-08T22:59:00+00:00
EUR	57424.7818	2021-11-08T22:59:00+00:00
USD	66447.4511	2021-11-08T23:04:00+00:00
GBP	48982.8682	2021-11-08T23:04:00+00:00
EUR	57344.6154	2021-11-08T23:04:00+00:00
USD	66781.9967	2021-11-08T23:09:00+00:00
GBP	49238.4997	2021-11-08T23:09:00+00:00
EUR	57642.4129	2021-11-08T23:09:00+00:00
USD	67186.9357	2021-11-08T23:14:00+00:00
GBP	49537.062	2021-11-08T23:14:00+00:00
EUR	57991.9332	2021-11-08T23:14:00+00:00
USD	67640.5315	2021-11-08T23:19:00+00:00
GBP	49871.4991	2021-11-08T23:19:00+00:00
EUR	58383.4512	2021-11-08T23:19:00+00:00
USD	67675.9017	2021-11-08T23:24:00+00:00
GBP	49897.5777	2021-11-08T23:24:00+00:00
EUR	58413.9808	2021-11-08T23:24:00+00:00
USD	67534.7409	2021-11-08T23:29:00+00:00
GBP	49793.4995	2021-11-08T23:29:00+00:00
EUR	58292.1388	2021-11-08T23:29:00+00:00
USD	67625.8445	2021-11-08T23:34:00+00:00
GBP	49860.6704	2021-11-08T23:34:00+00:00
EUR	58370.7743	2021-11-08T23:34:00+00:00
USD	67657.1334	2021-11-08T23:39:00+00:00
GBP	49883.7398	2021-11-08T23:39:00+00:00
EUR	58397.7811	2021-11-08T23:39:00+00:00
USD	67628.3971	2021-11-08T23:44:00+00:00
GBP	49862.5525	2021-11-08T23:44:00+00:00
EUR	58372.9776	2021-11-08T23:44:00+00:00
USD	67588.5238	2021-11-08T23:49:00+00:00
GBP	49833.1537	2021-11-08T23:49:00+00:00
EUR	58338.5612	2021-11-08T23:49:00+00:00
USD	67482.1321	2021-11-08T23:54:00+00:00
GBP	49754.7109	2021-11-08T23:54:00+00:00
EUR	58246.7299	2021-11-08T23:54:00+00:00
USD	67557.877	2021-11-08T23:59:00+00:00
GBP	49810.5578	2021-11-08T23:59:00+00:00
EUR	58312.1086	2021-11-08T23:59:00+00:00
USD	67399.1526	2021-11-09T00:04:00+00:00
GBP	49693.53	2021-11-09T00:04:00+00:00
EUR	58175.1067	2021-11-09T00:04:00+00:00
USD	67358.8617	2021-11-09T00:09:00+00:00
GBP	49660.1187	2021-11-09T00:09:00+00:00
EUR	58125.5783	2021-11-09T00:09:00+00:00
USD	67299.5615	2021-11-09T00:14:00+00:00
GBP	49616.3998	2021-11-09T00:14:00+00:00
EUR	58074.4068	2021-11-09T00:14:00+00:00
USD	67332.3665	2021-11-09T00:19:00+00:00
GBP	49640.5852	2021-11-09T00:19:00+00:00
EUR	58102.715	2021-11-09T00:19:00+00:00
USD	67487.8552	2021-11-09T00:24:00+00:00
GBP	49755.2188	2021-11-09T00:24:00+00:00
EUR	58236.8899	2021-11-09T00:24:00+00:00
USD	67565.0348	2021-11-09T00:29:00+00:00
GBP	49812.1192	2021-11-09T00:29:00+00:00
EUR	58303.4901	2021-11-09T00:29:00+00:00
USD	67503.0307	2021-11-09T00:34:00+00:00
GBP	49766.4069	2021-11-09T00:34:00+00:00
EUR	58249.9853	2021-11-09T00:34:00+00:00
USD	67569.8349	2021-11-09T00:39:00+00:00
GBP	49815.6581	2021-11-09T00:39:00+00:00
EUR	58307.6322	2021-11-09T00:39:00+00:00
USD	67685.3955	2021-11-09T00:44:00+00:00
GBP	49900.8547	2021-11-09T00:44:00+00:00
EUR	58407.3522	2021-11-09T00:44:00+00:00
USD	67709.3811	2021-11-09T00:49:00+00:00
GBP	49918.5381	2021-11-09T00:49:00+00:00
EUR	58428.05	2021-11-09T00:49:00+00:00
USD	67625.6432	2021-11-09T00:54:00+00:00
GBP	49856.8026	2021-11-09T00:54:00+00:00
EUR	58355.7905	2021-11-09T00:54:00+00:00
USD	67636.9533	2021-11-09T00:59:00+00:00
GBP	49865.1409	2021-11-09T00:59:00+00:00
EUR	58365.5503	2021-11-09T00:59:00+00:00
USD	67505.8737	2021-11-09T01:04:00+00:00
GBP	49768.5029	2021-11-09T01:04:00+00:00
EUR	58252.4386	2021-11-09T01:04:00+00:00
USD	67496.6292	2021-11-09T01:09:00+00:00
GBP	49784.2988	2021-11-09T01:09:00+00:00
EUR	58282.1919	2021-11-09T01:09:00+00:00
USD	67494.0334	2021-11-09T01:14:00+00:00
GBP	49782.3842	2021-11-09T01:14:00+00:00
EUR	58279.9505	2021-11-09T01:14:00+00:00
USD	67540.9415	2021-11-09T01:19:00+00:00
GBP	49816.9827	2021-11-09T01:19:00+00:00
EUR	58320.4548	2021-11-09T01:19:00+00:00
USD	67415.7063	2021-11-09T01:24:00+00:00
GBP	49724.6115	2021-11-09T01:24:00+00:00
EUR	58212.3163	2021-11-09T01:24:00+00:00
USD	67392.6057	2021-11-09T01:29:00+00:00
GBP	49707.5729	2021-11-09T01:29:00+00:00
EUR	58192.3693	2021-11-09T01:29:00+00:00
USD	67427.2754	2021-11-09T01:34:00+00:00
GBP	49733.1446	2021-11-09T01:34:00+00:00
EUR	58222.306	2021-11-09T01:34:00+00:00
USD	67460.6405	2021-11-09T01:39:00+00:00
GBP	49757.7541	2021-11-09T01:39:00+00:00
EUR	58251.1162	2021-11-09T01:39:00+00:00
USD	67472.529	2021-11-09T01:44:00+00:00
GBP	49766.5229	2021-11-09T01:44:00+00:00
EUR	58261.3818	2021-11-09T01:44:00+00:00
USD	67557.3913	2021-11-09T01:49:00+00:00
GBP	49829.1158	2021-11-09T01:49:00+00:00
EUR	58334.6589	2021-11-09T01:49:00+00:00
USD	67537.3029	2021-11-09T01:54:00+00:00
GBP	49814.2989	2021-11-09T01:54:00+00:00
EUR	58317.3129	2021-11-09T01:54:00+00:00
USD	67535.9229	2021-11-09T01:59:00+00:00
GBP	49813.2811	2021-11-09T01:59:00+00:00
EUR	58316.1213	2021-11-09T01:59:00+00:00
USD	67467.9051	2021-11-09T02:04:00+00:00
GBP	49763.1123	2021-11-09T02:04:00+00:00
EUR	58257.3891	2021-11-09T02:04:00+00:00
USD	67480.3506	2021-11-09T02:09:00+00:00
GBP	49787.4076	2021-11-09T02:09:00+00:00
EUR	58271.4421	2021-11-09T02:09:00+00:00
USD	67532.1242	2021-11-09T02:14:00+00:00
GBP	49825.6065	2021-11-09T02:14:00+00:00
EUR	58316.1503	2021-11-09T02:14:00+00:00
USD	67622.5142	2021-11-09T02:19:00+00:00
GBP	49892.2967	2021-11-09T02:19:00+00:00
EUR	58394.2049	2021-11-09T02:19:00+00:00
USD	67663.1176	2021-11-09T02:24:00+00:00
GBP	49922.2541	2021-11-09T02:24:00+00:00
EUR	58429.2673	2021-11-09T02:24:00+00:00
USD	67788.8101	2021-11-09T02:29:00+00:00
GBP	50014.9908	2021-11-09T02:29:00+00:00
EUR	58537.8067	2021-11-09T02:29:00+00:00
USD	67538.7418	2021-11-09T02:34:00+00:00
GBP	49830.489	2021-11-09T02:34:00+00:00
EUR	58321.8648	2021-11-09T02:34:00+00:00
USD	67330.2866	2021-11-09T02:39:00+00:00
GBP	49676.6894	2021-11-09T02:39:00+00:00
EUR	58141.857	2021-11-09T02:39:00+00:00
USD	67548.9903	2021-11-09T02:44:00+00:00
GBP	49838.0503	2021-11-09T02:44:00+00:00
EUR	58330.7147	2021-11-09T02:44:00+00:00
USD	67557.6006	2021-11-09T02:49:00+00:00
GBP	49844.403	2021-11-09T02:49:00+00:00
EUR	58338.1499	2021-11-09T02:49:00+00:00
USD	67572.7747	2021-11-09T02:54:00+00:00
GBP	49855.5986	2021-11-09T02:54:00+00:00
EUR	58351.2533	2021-11-09T02:54:00+00:00
USD	67596.863	2021-11-09T02:59:00+00:00
GBP	49873.3711	2021-11-09T02:59:00+00:00
EUR	58372.0543	2021-11-09T02:59:00+00:00
USD	67644.3341	2021-11-09T03:04:00+00:00
GBP	49908.3955	2021-11-09T03:04:00+00:00
EUR	58413.0471	2021-11-09T03:04:00+00:00
USD	67696.5135	2021-11-09T03:09:00+00:00
GBP	49924.0801	2021-11-09T03:09:00+00:00
EUR	58435.495	2021-11-09T03:09:00+00:00
USD	67797.9135	2021-11-09T03:14:00+00:00
GBP	49998.8594	2021-11-09T03:14:00+00:00
EUR	58523.0233	2021-11-09T03:14:00+00:00
USD	67597.5779	2021-11-09T03:19:00+00:00
GBP	49851.1182	2021-11-09T03:19:00+00:00
EUR	58350.094	2021-11-09T03:19:00+00:00
USD	67539.715	2021-11-09T03:24:00+00:00
GBP	49808.4461	2021-11-09T03:24:00+00:00
EUR	58300.1469	2021-11-09T03:24:00+00:00
USD	67592.1598	2021-11-09T03:29:00+00:00
GBP	49847.1225	2021-11-09T03:29:00+00:00
EUR	58345.4172	2021-11-09T03:29:00+00:00
USD	67722.6191	2021-11-09T03:34:00+00:00
GBP	49943.3322	2021-11-09T03:34:00+00:00
EUR	58458.0294	2021-11-09T03:34:00+00:00
USD	67659.083	2021-11-09T03:39:00+00:00
GBP	49896.4763	2021-11-09T03:39:00+00:00
EUR	58403.1851	2021-11-09T03:39:00+00:00
USD	68143.1065	2021-11-09T03:44:00+00:00
GBP	50253.4286	2021-11-09T03:44:00+00:00
EUR	58820.9933	2021-11-09T03:44:00+00:00
USD	68315.8105	2021-11-09T03:49:00+00:00
GBP	50380.7924	2021-11-09T03:49:00+00:00
EUR	58970.0709	2021-11-09T03:49:00+00:00
USD	68263.0464	2021-11-09T03:54:00+00:00
GBP	50341.8805	2021-11-09T03:54:00+00:00
EUR	58924.5251	2021-11-09T03:54:00+00:00
USD	68479.5862	2021-11-09T03:59:00+00:00
GBP	50501.572	2021-11-09T03:59:00+00:00
EUR	59111.4419	2021-11-09T03:59:00+00:00
USD	68377.4335	2021-11-09T04:04:00+00:00
GBP	50426.2375	2021-11-09T04:04:00+00:00
EUR	59023.2638	2021-11-09T04:04:00+00:00
USD	68307.5423	2021-11-09T04:09:00+00:00
GBP	50383.9165	2021-11-09T04:09:00+00:00
EUR	58960.7481	2021-11-09T04:09:00+00:00
USD	68274.6533	2021-11-09T04:14:00+00:00
GBP	50359.6574	2021-11-09T04:14:00+00:00
EUR	58932.3594	2021-11-09T04:14:00+00:00
USD	68187.489	2021-11-09T04:19:00+00:00
GBP	50295.3646	2021-11-09T04:19:00+00:00
EUR	58857.1221	2021-11-09T04:19:00+00:00
USD	68248.9538	2021-11-09T04:24:00+00:00
GBP	50340.7013	2021-11-09T04:24:00+00:00
EUR	58910.1765	2021-11-09T04:24:00+00:00
USD	68361.961	2021-11-09T04:29:00+00:00
GBP	50424.0559	2021-11-09T04:29:00+00:00
EUR	59007.7204	2021-11-09T04:29:00+00:00
USD	68338.5504	2021-11-09T04:34:00+00:00
GBP	50406.7881	2021-11-09T04:34:00+00:00
EUR	58987.5132	2021-11-09T04:34:00+00:00
USD	68288.0762	2021-11-09T04:39:00+00:00
GBP	50369.5582	2021-11-09T04:39:00+00:00
EUR	58943.9456	2021-11-09T04:39:00+00:00
USD	68229.3728	2021-11-09T04:44:00+00:00
GBP	50326.2583	2021-11-09T04:44:00+00:00
EUR	58893.2748	2021-11-09T04:44:00+00:00
USD	68244.374	2021-11-09T04:49:00+00:00
GBP	50337.3233	2021-11-09T04:49:00+00:00
EUR	58906.2234	2021-11-09T04:49:00+00:00
USD	68349.1331	2021-11-09T04:54:00+00:00
GBP	50414.5939	2021-11-09T04:54:00+00:00
EUR	58996.6478	2021-11-09T04:54:00+00:00
USD	68273.9469	2021-11-09T04:59:00+00:00
GBP	50359.1363	2021-11-09T04:59:00+00:00
EUR	58931.7496	2021-11-09T04:59:00+00:00
USD	68212.3976	2021-11-09T05:04:00+00:00
GBP	50313.7373	2021-11-09T05:04:00+00:00
EUR	58878.6224	2021-11-09T05:04:00+00:00
USD	68231.8584	2021-11-09T05:09:00+00:00
GBP	50294.2487	2021-11-09T05:09:00+00:00
EUR	58835.7857	2021-11-09T05:09:00+00:00
USD	68168.2957	2021-11-09T05:14:00+00:00
GBP	50247.3961	2021-11-09T05:14:00+00:00
EUR	58780.976	2021-11-09T05:14:00+00:00
USD	68018.9502	2021-11-09T05:19:00+00:00
GBP	50137.3124	2021-11-09T05:19:00+00:00
EUR	58652.1966	2021-11-09T05:19:00+00:00
USD	68028.0468	2021-11-09T05:24:00+00:00
GBP	50144.0175	2021-11-09T05:24:00+00:00
EUR	58660.0405	2021-11-09T05:24:00+00:00
USD	67932.0656	2021-11-09T05:29:00+00:00
GBP	50073.269	2021-11-09T05:29:00+00:00
EUR	58577.2767	2021-11-09T05:29:00+00:00
USD	67998.0119	2021-11-09T05:34:00+00:00
GBP	50121.8786	2021-11-09T05:34:00+00:00
EUR	58634.1417	2021-11-09T05:34:00+00:00
USD	67955.5865	2021-11-09T05:39:00+00:00
GBP	50090.6065	2021-11-09T05:39:00+00:00
EUR	58597.5586	2021-11-09T05:39:00+00:00
USD	68018.9013	2021-11-09T05:44:00+00:00
GBP	50137.2763	2021-11-09T05:44:00+00:00
EUR	58652.1544	2021-11-09T05:44:00+00:00
USD	68043.3555	2021-11-09T05:49:00+00:00
GBP	50155.3017	2021-11-09T05:49:00+00:00
EUR	58673.2411	2021-11-09T05:49:00+00:00
USD	68088.8367	2021-11-09T05:54:00+00:00
GBP	50188.8263	2021-11-09T05:54:00+00:00
EUR	58712.4592	2021-11-09T05:54:00+00:00
USD	68109.6101	2021-11-09T05:59:00+00:00
GBP	50204.1385	2021-11-09T05:59:00+00:00
EUR	58730.3719	2021-11-09T05:59:00+00:00
USD	68079.3607	2021-11-09T06:04:00+00:00
GBP	50181.8414	2021-11-09T06:04:00+00:00
EUR	58704.2881	2021-11-09T06:04:00+00:00
USD	67958.3446	2021-11-09T06:09:00+00:00
GBP	50053.6993	2021-11-09T06:09:00+00:00
